Provinsi,KotaKab,TipeFaskes,NamaFaskes,AlamatFaskes,Latitude,Longitude
Sumatera Barat,Kab. Pasaman Barat,Puskesmas,Desa Baru,Jr. Sukorejo Nagari Desa Baru,0.38983,99.36263
Sumatera Barat,Kab. Pasaman Barat,Puskesmas,Puskesmas Ranah Salido,Jorong Ranah Salido,0.251485,99.585698
Sumatera Barat,Kab. Pasaman Barat,Dokter Gigi,drg. Ernawati,Jorong Kartini,0.217008,99.772974
Sumatera Barat,Kab. Pasaman Barat,Dokter Gigi,drg. ERAMAILI,Simpang Limun Jorong Ophir,0.027982,99.8133
Sumatera Barat,Kab. Pasaman Barat,Klinik Utama,dr. Metrizal,Jl.Lintas Simpang Iv Manggopoh,0.100969,99.82
Sumatera Barat,Kab. Pasaman Barat,Klinik Utama,dr. WIDODO,Jorong Sidodadi,-0.05471,99.889183
Sumatera Barat,Kab. Pasaman Barat,Klinik Utama,dr. Rada Deswati,Air Rau Jorong Vi Koto Selatan,-0.031983,99.864321
Sumatera Barat,Kab. Pasaman Barat,Klinik Utama,Dr. Affan Akbar Talami,Kampung Pinariman,0.157237,99.93
Sumatera Barat,Kab. Pasaman Barat,Klinik Pratama,KLINIK dr. AGUNG MULIA,Jalan Hamka,0.102426,99.822321
Sumatera Barat,Kab. Pasaman Barat,Klinik Pratama,Klinik Pratama Darul Hikmah,Komplek Smp It Darul Hikmah ,0.031142,99.8
Sumatera Barat,Kab. Pasaman Barat,Apotek,APOTEK KLINIK dr. AGUNG MULIA,Jl. Prof Dr. Hamka,0.102426,99.822321
Sumatera Barat,Kab. Solok Sel,Puskesmas,Lubuk Gadang,Raya Lubuak Gadang,-1.527848,101.262294
Sumatera Barat,Kab. Solok Sel,Puskesmas,Bidar Alam,Bidar Alam,-1.408762,101.361775
Sumatera Barat,Kab. Solok Sel,Puskesmas,Talunan,Talunan Baru,-1.385156,101.4333
Sumatera Barat,Kab. Solok Sel,Puskesmas,Mercu,Taratak Sei Sungkai,-1.414895,101.46
Sumatera Barat,Kab. Solok Sel,Puskesmas,Pakan Raba A,"Balun, ",-1.406575,100.99631
Sumatera Barat,Kab. Solok Sel,Puskesmas,Abai,Jalan Pintu Gobang,-1.329139,101.422414
Sumatera Barat,Kab. Solok Sel,Dokter Gigi,drg. RONA IRDA,Lintas Padang Aro Lubuk Gadang,-1.598717,101.289955
Sumatera Barat,Kab. Solok Sel,Klinik Utama,dr. PENDEWAL,Jr.Durian Tarung ,-1.552762,101.25287
Sumatera Barat,Kab. Solok Sel,Klinik Pratama,Poli Solsel,Padang Aro Kerinci No 87,-1.592306,101.263417
Sumatera Barat,Kab. Solok Sel,Klinik Pratama,Pt. Bpsj Solok Selatan,"Sei Jujuan, Sangir Balai Jangg",-1.395269,101.591118
Sumatera Barat,Kab. Dharmasraya,Rumah Sakit,Rumah Sakit Sungai Dareh,"Jl.Lintas Sumatera Km2
Pulau P",-0.952325,101.499858
Sumatera Barat,Kab. Dharmasraya,Puskesmas,Sungai Dareh,Jl. Lintas Sumatera Km. 2 ,-0.975982,101.532262
Sumatera Barat,Kab. Dharmasraya,Puskesmas,Gunung Medan,Jl. Linta Sumatera Km 200,-1.017547,101.599325
Sumatera Barat,Kab. Dharmasraya,Puskesmas,Sitiung I,Jr. Koto Agung Kiri Blok B St1,-1.033137,101.675
Sumatera Barat,Kab. Dharmasraya,Puskesmas,Koto Baru,Simpang Tiga,-1.095541,101.741
Sumatera Barat,Kab. Dharmasraya,Puskesmas,Sungai Rumbai,Lintas Sumatera,-1.231394,101.741437
Sumatera Barat,Kab. Dharmasraya,Puskesmas,Sungai Limau,Jr.Tembulun Kenagarian Sungail,-1.426542,101.676442
Sumatera Barat,Kab. Dharmasraya,Puskesmas,Sitiung Ii,Jg Padng Tangah Ngari Padukuan,-1.146756,101.83
Sumatera Barat,Kab. Dharmasraya,Puskesmas,Silago,Jr. Lubuak Binuang Nag. Silago,-1.014392,101.252712
Sumatera Barat,Kab. Dharmasraya,Puskesmas,Sialang,Lintas Sumatera Km 10 Sialang,-1.062866,101.698952
Sumatera Barat,Kab. Dharmasraya,Puskesmas,Tiumang,Jl. Sungai Langkok Tiumang,-1.064245,101.74
Sumatera Barat,Kab. Dharmasraya,Dokter Gigi,Drg.Lennita Arifin,Perumahan Vila Tama Perdana,-0.971596,101.536177
Sumatera Barat,Kab. Dharmasraya,Dokter Gigi,drg.ELZA MEUTHIA,Jorong Sungai Klukup,-1.115473,101.814539
Sumatera Barat,Kab. Dharmasraya,Dokter Gigi,drg. POPPY SUCIPTO,Jl Lintas Sumatra Sei Rumbai,-1.235525,101.739
Sumatera Barat,Kab. Dharmasraya,Klinik Utama,Dr Fitra Neza,Vila Tama Perdana Blok B No 15,-0.971548,101.536174
Sumatera Barat,Kab. Dharmasraya,Klinik Utama,Dr. M Fahriza Sa,Jl. Lintas Sumatera Simpang 4,-1.126852,101.718
Sumatera Barat,Kab. Dharmasraya,Klinik Utama,Dr.Sujito,Jl Khatib Ismail Jrg Psr Baru,-1.119142,101.725111
Sumatera Barat,Kab. Dharmasraya,Klinik Utama,Dr.Mike Ortunaida,Tanah Abang,-1.223458,101.73986
Sumatera Barat,Kab. Dharmasraya,Klinik Utama,Dr. Elva Desnimar (Jst),Sopan Jaya,-1.079858,101.8
Sumatera Barat,Kab. Dharmasraya,Klinik Utama,dr. Kusnanggi Gonardi,Pt. Smp Koto Besar,-1.123327,101.723681
Sumatera Barat,Kab. Dharmasraya,Klinik Utama,dr. Syafarudin,Simpang 3 Blok E Jr Tarantang,-1.089004,101.736319
Sumatera Barat,Kab. Dharmasraya,Klinik Utama,dr. Pelinggo Jaya,Jr. Pinang Jaya ,-0.911443,101.621173
Sumatera Barat,Kab. Dharmasraya,Klinik Pratama,Poli Dhamasraya,Lintas Sumatera Gn Medan,-1.019598,101.592225
Sumatera Barat,Kab. Dharmasraya,Klinik Pratama,Permata Medical Centre,Jl. Nagari Koto Gadang,-1.287183,101.668815
Sumatera Barat,Kab. Dharmasraya,Klinik Pratama,Nurjinis,Jorong Bukit Berbunga,-1.217961,101.74
Sumatera Barat,Kab. Dharmasraya,Klinik Pratama,Klinik PT.TKA,Jorong Mangun Raya,-1.538429,101.495494
Sumatera Barat,Kab. Dharmasraya,Klinik Pratama,Klinik Harapan Bunda,Jl.Pondok Pesantren No 7 Km 2,-0.949639,101.493831
Sumatera Barat,Kab. Dharmasraya,Apotek,Apotik Rsu Sungai Dareh,Sungai Dareh,-0.952325,101.499858
Riau,Kab. Kuantan Singingi,Rumah Sakit,Rsia Milano,Jl. Perintis Kemerdekaan Km 2 ,-0.540617,101.5575
Riau,Kab. Kuantan Singingi,Rumah Sakit,RSUD Taluk Kuantan,Jl. Sudirman  Teluk Kuantan,-0.505441,101.538877
Riau,Kab. Kuantan Singingi,Puskesmas,Kari,Jalan Raya Pintu Gobang Kari,-0.465394,101.525795
Riau,Kab. Kuantan Singingi,Puskesmas,Lubuk Ambacang,Batang Koban No 319,-0.641862,101.35327
Riau,Kab. Kuantan Singingi,Puskesmas,Sukaraja,Sukarno-Hatta,-0.286355,101.57
Riau,Kab. Kuantan Singingi,Puskesmas,Beringin Jaya,Jalan. Merdeka No 1 Dusun Peli,-0.382637,101.6
Riau,Kab. Kuantan Singingi,Puskesmas,Pangkalan,Pangkalan,-0.827453,101.736
Riau,Kab. Kuantan Singingi,Puskesmas,Sei Keranji,Jl Flamboyan Desa Sei Keranji,-0.404634,101.456813
Riau,Kab. Kuantan Singingi,Puskesmas,Koto Rajo,"Jln. Jend. Sudirman,",-0.619911,101.842273
Riau,Kab. Kuantan Singingi,Puskesmas,Sentajo Raya,"Jln. Soekarno Hatta KM 06,",-0.444343,101.591182
Riau,Kab. Kuantan Singingi,Puskesmas,Kopah,Jl.Sei.Geringing Titian Modang,-0.541794,101.614771
Riau,Kab. Kuantan Singingi,Puskesmas,Cerenti,jln akasia kompe berangin,-0.533321,101.85927
Riau,Kab. Kuantan Singingi,Puskesmas,Inuman,Jl. Imam Saleh Rt. 01 Rw. 03,-0.348859,102.287341
Riau,Kab. Kuantan Singingi,Puskesmas,Baserah,Kayu Batu Kampung Medan,-0.429054,101.726733
Riau,Kab. Kuantan Singingi,Puskesmas,Perhentian Luas,Jl. Jendral Sudirman,-0.385569,101.69
Riau,Kab. Kuantan Singingi,Puskesmas,Pangean, Jl.  Datuk Gindo Rajo No. 1,-0.580964,101.756523
Riau,Kab. Kuantan Singingi,Puskesmas,Taluk Kuantan,Jln Tugu Barat No. 1,-0.528817,101.559928
Riau,Kab. Kuantan Singingi,Puskesmas,Sentajo,Jl. Sukarno Hatta No. 32 Kota,-0.487234,101.38869
Riau,Kab. Kuantan Singingi,Puskesmas,Benai,Jl. Agus Salim,-0.493663,101.6247
Riau,Kab. Kuantan Singingi,Puskesmas,Muara Lembu,Jl. Jend Sudirman Rt. 01 Rw 06,-0.393828,101.354288
Riau,Kab. Kuantan Singingi,Puskesmas,Sungai Buluh,Jln. Jenderal Sudirman No. 80 ,-0.301801,101.4291
Riau,Kab. Kuantan Singingi,Puskesmas,Sungai Sirih,Jl. Melati No. 01,-0.364875,101.43153
Riau,Kab. Kuantan Singingi,Puskesmas,Koto Baru,Raya Teluk Kuantan,-0.243721,101.297185
Riau,Kab. Kuantan Singingi,Puskesmas,Lubuk Jambi,Jl.lingkar Banjar Padang-Kasan,-0.695368,101.4856
Riau,Kab. Kuantan Singingi,Puskesmas,Lubuk Ramo,Jalan raya pucuk rantau KM 20,-0.733385,101.55
Riau,Kab. Kuantan Singingi,Puskesmas,Gunung Toar,Jl. Al. Iklas No. 03,-0.549626,101.452462
Riau,Kab. Kuantan Singingi,Klinik Utama,dr. MARDIANA,Jl. Raya Tlk. Kuantan-Pku,-0.484328,101.383772
Riau,Kab. Kuantan Singingi,Klinik Utama,Klinik PT. Tri Bakti Sarimas,Kompleks PT. Tri Sakti Sarimas,-0.729323,101.639559
Riau,Kab. Kuantan Singingi,Klinik Utama,Klinik Dr. Taswin,JL. DIPONEGORO no 1,-0.531341,101.5717
Riau,Kab. Kuantan Singingi,Klinik Utama,dr. RIZA ERMANILA,Desa Koto Baru,-0.253636,101.321
Riau,Kab. Kuantan Singingi,Klinik Utama,dr. PUSPITA SARI,Desa Kebun Nenas,-0.465337,101.474597
Riau,Kab. Kuantan Singingi,Klinik Pratama,Klinik Polres Kuansing,Proklamasi Km 2 Teluk Kuantan,-0.459314,101.72982
Riau,Kab. Kuantan Singingi,Klinik Pratama,Klinik Estate Cerenti,Pt Rapp Sektor Cerenti,0.427874,101.87895
Riau,Kab. Kuantan Singingi,Klinik Pratama,Klinik Pratama Alifa,Soekarno Hatta No 153,-0.276646,101.444511
Riau,Kab. Kuantan Singingi,Klinik Pratama,Klinik Kari Medika,Dusun Simpang Tiga,-0.537216,101.558969
Riau,Kab. Kuantan Singingi,Klinik Pratama,Klinik Pratama Kita,Sungai Buluh,-0.274101,101.434
Riau,Kab. Kuantan Singingi,Klinik Pratama,Klinik Pratama Adifa,Desa Sungai Kuning,-0.32834,101.424431
Riau,Kab. Kuantan Singingi,Klinik Pratama,Klinik Pratama Kesira,Jl.Soekarno Hatta,-0.48489,101.626559
Riau,Kab. Kuantan Singingi,Klinik Pratama,Klinik Duta Kuansing Medika,Jl Diponegoro No 03,-0.529593,101.572959
Riau,Kab. Kuantan Singingi,Apotek,IFRS Rsud Taluk Kuantan,Jl Sudirman,-0.505441,101.538877
Riau,Kab. Kuantan Singingi,Apotek,Apotek Duta,jL. kAHARUDIN nASUTION,-0.529593,101.572959
Riau,Kab. Kuantan Singingi,Apotek,IFRS Rsia Milano,Jl. Perintis kemerdekaan KM 2,-0.540617,101.5575
Riau,Kab. Indragiri Hulu,Rumah Sakit,Rumah Sakit Kasih Ibu,Jl Azki Aris ,-0.376353,102.545536
Riau,Kab. Indragiri Hulu,Rumah Sakit,Rsia Safira,jl sudirman,-0.354259,102.294294
Riau,Kab. Indragiri Hulu,Rumah Sakit,RSUD Indrasari Rengat,Jl. Lintas Timur Kel. Pematang,-0.394421,102.442246
Riau,Kab. Indragiri Hulu,Puskesmas,Lubuk Kandis,Jl. Kesehatan,-0.864359,102.159421
Riau,Kab. Indragiri Hulu,Puskesmas,Batang Peranap,JL. pendidikan,-0.78208,101.823139
Riau,Kab. Indragiri Hulu,Puskesmas,Sungai Parit,Desa Pasir Bongkal,-0.434466,102.245
Riau,Kab. Indragiri Hulu,Puskesmas,Sencano Jaya,Jl. Poros Desa Sencano Jaya,-0.646067,101.87643
Riau,Kab. Indragiri Hulu,Puskesmas,Pekan Heran,Jl. Km 2 Pekan Heran,-0.331636,102.4521
Riau,Kab. Indragiri Hulu,Puskesmas,Sipayung,Jl. Hangtuah No. 2 Kel. Sekip,-0.37976,102.552215
Riau,Kab. Indragiri Hulu,Puskesmas,Kuala Cenaku,Jln. Hangtuah Km 20,-0.404614,102.6
Riau,Kab. Indragiri Hulu,Puskesmas,Kambesko,Hang Lekir No. 04,-0.374419,102.537153
Riau,Kab. Indragiri Hulu,Puskesmas,Pangkalan Kasai,Jl.Lintas Timur Simp 4 Belilas,-0.595333,102.425229
Riau,Kab. Indragiri Hulu,Puskesmas,Kilan,Ds. Bukit Lupai,-0.663271,102.2439
Riau,Kab. Indragiri Hulu,Puskesmas,Air Molek,Jl. Jend Sudirman Air Molek,-0.396796,102.286776
Riau,Kab. Indragiri Hulu,Puskesmas,Polak Pisang,"Jl. NEGARA, SIMPANG KOTA MEDAN",-0.466198,102.11
Riau,Kab. Indragiri Hulu,Puskesmas,Lirik,Jl. Rajawali No 2,-0.278756,102.261173
Riau,Kab. Indragiri Hulu,Puskesmas,Sei Lala,Jl. Jend Sudirman,-0.402334,102.215265
Riau,Kab. Indragiri Hulu,Puskesmas,Peranap,Jl. Sutan Muda No.32,-0.782853,101.93864
Riau,Kab. Indragiri Hulu,Puskesmas,Kulim Jaya,JL. Makarti.,-0.339023,102.121512
Riau,Kab. Indragiri Hulu,Puskesmas,Rakit Kulim,Jln. Sumber Rezeki,-0.510294,102.179838
Riau,Kab. Indragiri Hulu,Dokter Gigi,drg. HEFIZAL HENDRA YP,Jend. Sudirman Depan Bank Pani,-0.37028,102.295926
Riau,Kab. Indragiri Hulu,Dokter Gigi,drg. DWIYANA SYAHPUTRI,BLOK A Titian Resak Belilas,-0.537463,102.38
Riau,Kab. Indragiri Hulu,Dokter Gigi,drg. LINDAWATI,Jln. Sudirman No 187,-0.396796,102.286776
Riau,Kab. Indragiri Hulu,Klinik Utama,Dr. Alfajar Harahap,Lintas Timur Simpang 4 Belilas,-0.387926,102.443162
Riau,Kab. Indragiri Hulu,Klinik Utama,Dr. RUDI ARDIAN,Jl Jend Sudirman Air Molek,-0.377405,102.28
Riau,Kab. Indragiri Hulu,Klinik Utama,dr. ROVINA YURIKA,Jl. Lintas Timur Pangkalan Kas,-0.535929,102.417733
Riau,Kab. Indragiri Hulu,Klinik Utama,Dr. Johamson Simarmata,"Lintas Timur, Sungai Bangkar",-0.3683,102.2955
Riau,Kab. Indragiri Hulu,Klinik Utama,dr. M. SOBRI,Jl. Kesehatan,-0.390043,102.4429
Riau,Kab. Indragiri Hulu,Klinik Utama,dr. FAUZATUL UZHMA,Jl. Jend. Sudirman No 3,-0.400477,102.195494
Riau,Kab. Indragiri Hulu,Klinik Utama,Dr. M. Rizky Arfarindo,Jalan Poros Desa Bukit Lipai,-0.6488,102.272
Riau,Kab. Indragiri Hulu,Klinik Utama,Dr.Uspa Nilawati,Jln Aski Aris ,-0.375903,102.548794
Riau,Kab. Indragiri Hulu,Klinik Pratama,Poskes 01.10.10 Rengat,Jl. Achmat Yani No 31,-0.373673,102.548651
Riau,Kab. Indragiri Hulu,Klinik Pratama,Klinik Polres Inhu,R.Suprapto,-0.527115,102.535769
Riau,Kab. Indragiri Hulu,Klinik Pratama,Klinik Rawat Inap Medissra,Jl.Sultan No. 101 ,-0.3889,102.493986
Riau,Kab. Indragiri Hulu,Klinik Pratama,Polibun PT.Tunggal Perkasa Plt,PT. Tunggal Perkasa Plantation,-0.376169,102.2799
Riau,Kab. Indragiri Hulu,Klinik Pratama,Klinik Alvi Pratama,Jendral Sudirman,-0.386352,102.286223
Riau,Kab. Indragiri Hulu,Klinik Pratama,Klinik Zyanka Mustika,Jl. Kelapa Sawit Napal Peranap,-0.531561,101.985968
Riau,Kab. Indragiri Hulu,Klinik Pratama,Klinik Rahma Medica,Jalan Mekarti Raya,-0.385481,102.11
Riau,Kab. Indragiri Hulu,Klinik Pratama,Klinik Muizzah (Jst),Jl. Raya Pematang Reba,-0.371821,102.5
Riau,Kab. Indragiri Hulu,Apotek,IFRS Indrasari Rengat,Jl Pematang Reba,-0.394421,102.442246
Riau,Kab. Indragiri Hulu,Apotek,Apotik SARIANDA 2 RENGAT,Pematang Reba,-0.394106,102.442695
Riau,Kab. Indragiri Hulu,Apotek,IFRS Kasih Ibu,jl. Azki Aris ,-0.376353,102.545536
Riau,Kab. Indragiri Hilir,Rumah Sakit,RSUD Raja Musa Sei Guntung,Kota Sungai Guntung,0.295705,103.61491
Riau,Kab. Indragiri Hilir,Rumah Sakit,RSUD Tengku Sulung P. Kijang,"Jl Penunjang Pulau Kijang
Keca",-0.696943,103.189286
Riau,Kab. Indragiri Hilir,Rumah Sakit,RSUD Puri Husada,Jl. Veteran No. 52 Tembilahan,-0.322885,103.163115
Riau,Kab. Indragiri Hilir,Puskesmas,Gajah Mada,Jl Gajah Mada,-0.324864,103.159683
Riau,Kab. Indragiri Hilir,Puskesmas,Batang Tumu,RAYA BATANG TUMU Pasar Tokolam,0.16989,102.91
Riau,Kab. Indragiri Hilir,Puskesmas,Sungai Salak,Jl. Propinsi,-0.432952,102.97
Riau,Kab. Indragiri Hilir,Puskesmas,Kempas Jaya,Jl. Kesehatan No.02,-0.545788,102.8414
Riau,Kab. Indragiri Hilir,Puskesmas,Tembilahan Hulu,JL. Sederhana No.62,-0.338733,103.152264
Riau,Kab. Indragiri Hilir,Puskesmas,Tembilahan Kota,JL. Gunung Daek,-0.317321,103.1511
Riau,Kab. Indragiri Hilir,Puskesmas,Sapat,JL. Kesehatan No 21,-0.334389,103.331398
Riau,Kab. Indragiri Hilir,Puskesmas,Concong Luar,JL. Kesehatan No.50,-0.23119,103.638529
Riau,Kab. Indragiri Hilir,Puskesmas,Kuala Enok,JL. Pendidikan No. 2,-0.524437,103.39
Riau,Kab. Indragiri Hilir,Puskesmas,Tanah Merah,Bandes No. 04 RT 005 RW 003,-0.467755,103.312928
Riau,Kab. Indragiri Hilir,Puskesmas,Enok,Jl. Kesehatan Enok No. 008,-0.515172,103.1844
Riau,Kab. Indragiri Hilir,Puskesmas,Pulau Kijang,Jl. Kesehatan No. 001,-0.747157,103.227315
Riau,Kab. Indragiri Hilir,Puskesmas,Pukesmas Kota Baru,Jl.A.Yani,-0.7498,102.923677
Riau,Kab. Indragiri Hilir,Puskesmas,Selensen,jl.Lintas Timur Km.295 Gg.Temb,-0.849446,102.768625
Riau,Kab. Indragiri Hilir,Puskesmas,Kuala Lahang,Jl. Hang Tuah No.09,-0.082223,103.277625
Riau,Kab. Indragiri Hilir,Puskesmas,Sei Piring,JL. kesehatan no.01,-0.237774,103.263789
Riau,Kab. Indragiri Hilir,Puskesmas,Mandah,"Jl. T. Sharif, Kec. Mandah",0.009196,103.51
Riau,Kab. Indragiri Hilir,Puskesmas,Sei Guntung,JL. Kesehatan No.34,0.298872,103.623681
Riau,Kab. Indragiri Hilir,Puskesmas,Pl. Burung,Jl. Pendidikan,0.427901,103.56646
Riau,Kab. Indragiri Hilir,Puskesmas,Teluk Belengkong,Ghs.Kateman,0.274103,103.3337
Riau,Kab. Indragiri Hilir,Puskesmas,Pelangiran,Jl. Kesehatan No.01,0.278149,103.1
Riau,Kab. Indragiri Hilir,Puskesmas,Pengalihan Keritang,JL. Kesehatan No.01,-0.720717,102.964
Riau,Kab. Indragiri Hilir,Dokter Gigi,Drg. ENNI KHALISATUN AINIYAH,Jln. H. Siddiq,-0.331827,103.149744
Riau,Kab. Indragiri Hilir,Dokter Gigi,drg. IRKA SRINOFITA,M Boya (Apotik Uwa) No.4,-0.320666,103.156644
Riau,Kab. Indragiri Hilir,Klinik Utama,Dr. RISNA HIDAYATI,Jl. Trimas No 43 Tembilahan,-0.31552,103.153631
Riau,Kab. Indragiri Hilir,Klinik Utama,Klinik Dr. Ir,Telaga Biru,-0.32388,103.14853
Riau,Kab. Indragiri Hilir,Klinik Utama,dr. ENCIK ELVIEN APRINANDRA,Jl. Lintas Tembilahan-Rengat,-0.531519,102.811517
Riau,Kab. Indragiri Hilir,Klinik Pratama,Poskes 01.10.11,Jl. A Yani Parit 9,-0.334786,103.144245
Riau,Kab. Indragiri Hilir,Klinik Pratama,Klinik Polres Inhil,H.Abdul Manap Gang Ketilang 74,-0.328087,103.155381
Riau,Kab. Indragiri Hilir,Klinik Pratama,Klinik Rawat Inap Pt. Psg,Desa Air Tawar,0.307551,103.6
Riau,Kab. Indragiri Hilir,Klinik Pratama,Klinik Pratama Pt. Bns,Teluk Bakau Estate KM 05,0.155087,103.612788
Riau,Kab. Indragiri Hilir,Klinik Pratama,Klinik Rawat Inap Pt Thip,KM 14.5 Simpang Kanan,0.292426,103.34
Riau,Kab. Indragiri Hilir,Klinik Pratama,Klinik Cwp Ii Pt. Rsup,Km 00,-0.345672,103.1978
Riau,Kab. Indragiri Hilir,Klinik Pratama,Klinik M Sehat Viii,Komp. Perumahan Estate I Km 5.,0.279463,103.126184
Riau,Kab. Indragiri Hilir,Apotek,IFRS Rsud Puri Husada,Jl. Veteran No. 52 Tembilahan,-0.322885,103.163115
Riau,Kab. Indragiri Hilir,Apotek,IFRS Rsud Raja Musa Sei Guntun,Kota Sungai Guntung,0.295705,103.61491
Riau,Kab. Indragiri Hilir,Apotek,Apotik Dr. Ir,Jl. Telaga Biru,-0.32388,103.14853
Riau,Kab. Indragiri Hilir,Apotek,Apotek Merlion Farmasi,Jl. H. Arief,-0.330694,103.15
Riau,Kab. Indragiri Hilir,Apotek,Apotek Gemilang Farma,"Pangeran Diponegoro, No. 183",-0.322824,103.159532
Riau,Kab. Indragiri Hilir,Apotek,Apotik Ganda Farma,Jl. Sudirman No. 11  Tembilaha,-0.328266,103.156667
Riau,Kab. Pelalawan,Rumah Sakit,RS Amalia Medika,Jl. Maharaja Indra No. 433,0.406792,101.858394
Riau,Kab. Pelalawan,Rumah Sakit,RSUD Selasih,Jl. Rumah Sakit No.1 Pangkalan,0.411479,101.84
Riau,Kab. Pelalawan,Puskesmas,Pangkalan Kerinci,Jl. Kamboja No. 04,0.379755,101.858833
Riau,Kab. Pelalawan,Puskesmas,Sikijang,Jl Lintas Timur Km 30,0.419537,101.634464
Riau,Kab. Pelalawan,Puskesmas,Langgam,Jl Jend Sudirman No.2 Kel.Lang,0.128059,101.7354
Riau,Kab. Pelalawan,Puskesmas,Bunut,Jl.Pamong Praja No.2,0.257277,102.117612
Riau,Kab. Pelalawan,Puskesmas,Pangkalan Kuras,"Jl. Lintas Timur, Sorek I",0.681136,101.798859
Riau,Kab. Pelalawan,Puskesmas,Ukui,Jl. Lintas Timur,0.157242,102.196484
Riau,Kab. Pelalawan,Puskesmas,Kerumutan,"Jl. Expan, Bukit Garam, Kerumu",0.072784,102.278366
Riau,Kab. Pelalawan,Puskesmas,Pangkalan Lesung,Jl. Panglo,0.026093,102.141151
Riau,Kab. Pelalawan,Puskesmas,Teluk Meranti,Jl. Rambutan Teluk Meranti,0.453181,102.452545
Riau,Kab. Pelalawan,Puskesmas,Pelalawan,Jl. Tengku Said Harun,0.155182,102.276993
Riau,Kab. Pelalawan,Puskesmas,Bandar Petalangan,Bdr. Petalangan,0.142135,102.187157
Riau,Kab. Pelalawan,Dokter Gigi,drg. Suhaeri,Jl. Akasia Pkl Kerinci,0.389631,101.857229
Riau,Kab. Pelalawan,Klinik Utama,dr. Dahwiana,Jln Koridor Rapp,0.196638,101.716518
Riau,Kab. Pelalawan,Klinik Utama,dr. Irna,Jl. Akasia,0.389631,101.857229
Riau,Kab. Pelalawan,Klinik Pratama,Klinik Polres Pelalawan,Arya Guna No.1,0.378081,101.857249
Riau,Kab. Pelalawan,Klinik Pratama,Klinik Harapan Bunda,Jl. Akasia No. 129,0.391504,101.85
Riau,Kab. Pelalawan,Klinik Pratama,Klinik Tiffany Medika,Jl. Lintas Timur Km. 39,0.405762,101.778342
Riau,Kab. Pelalawan,Klinik Pratama,Klinik Nurul Medika,Komp Pt. Adei Plantation Indus,1.08415,101.33
Riau,Kab. Pelalawan,Klinik Pratama,Klinik Rara,Desa Lalang Kabung,0.470678,101.952385
Riau,Kab. Pelalawan,Klinik Pratama,Klinik Dinda,Jl. Lintas Timur Km 118 Sorek,-0.125905,102.155645
Riau,Kab. Pelalawan,Klinik Pratama,Klinik Karya Medika,Jl Maharaja Indra,0.393831,101.858
Riau,Kab. Pelalawan,Klinik Pratama,Klinik Budi Mulya,Jl Lintas Timur No 145,0.388445,101.857249
Riau,Kab. Siak Sri Indrapura,Puskesmas,Tualang,"Hangtuah Km. 2, Ds. Tualang",0.65326,101.61936
Riau,Kab. Siak Sri Indrapura,Puskesmas,Pkm Sungai Apit,Jl. Rintis No. 1,1.12732,102.16282
Riau,Kab. Siak Sri Indrapura,Puskesmas,Dayun,Jl. Raya Perawang Zamrud Km.69,0.645245,101.988749
Riau,Kab. Siak Sri Indrapura,Puskesmas,Pkm Koto Gasib,Jl. Bhakti Praja Km 4,0.72261,101.81237
Riau,Kab. Siak Sri Indrapura,Puskesmas,Lubuk Dalam,"Jl Kesehatan,Ds Rawang Kao Brt",0.602981,101.8
Riau,Kab. Siak Sri Indrapura,Puskesmas,Kerinci Kanan,Jl. Pertamina Km 72,0.504836,101.773776
Riau,Kab. Siak Sri Indrapura,Puskesmas,Perawang,Jalan Datuk Sri Maraja No.221,0.688162,101.573
Riau,Kab. Siak Sri Indrapura,Puskesmas,Muara Kelantan,Jln. Muhammad Jamil No. 01,0.8266,101.648399
Riau,Kab. Siak Sri Indrapura,Puskesmas,Minas,Jl. Kesehatan No.1 Minas,0.7437,101.4534
Riau,Kab. Siak Sri Indrapura,Puskesmas,Pkm Kandis,Jl. Setia Maharaja,0.90708,101.23289
Riau,Kab. Siak Sri Indrapura,Klinik Pratama,Urdokkes Polres Siak,Lt Perawang Siak Km 70 Dayun,0.723435,101.456414
Riau,Kab. Siak Sri Indrapura,Klinik Pratama,Bp Kasih Ibu (Jst),Jl. Raya Pekanbaru Duri Km 80,0.93134,101.239
Riau,Kab. Siak Sri Indrapura,Klinik Pratama,Bp Daniel (Jst),Jl.Lintas Pekanbaru-Duri Km.85,0.770007,101.429687
Riau,Kab. Siak Sri Indrapura,Klinik Pratama,Bp Minas Sehat (Jst),Jl. Yos Sudarso Km. 28,0.678733,101.432476
Riau,Kab. Siak Sri Indrapura,Klinik Pratama,Bp Bulan Mulya,Jl. Raya Perawang Km 6 No 18,0.675862,101.589995
Riau,Kab. Siak Sri Indrapura,Klinik Pratama,Klinik Pt Ikpp,Jl. Cendana Kpr I Pt Ikpp,0.39488,101.36117
Riau,Kab. Siak Sri Indrapura,Klinik Pratama,Klinik Mitra,Jl Raya Perawang Km 4,0.671374,101.6
Riau,Kab. Siak Sri Indrapura,Klinik Pratama,Klinik Dayun Medika,Jl. Perawang-Buton Km.70 Dayun,0.549481,101.99594
Riau,Kab. Siak Sri Indrapura,Klinik Pratama,Bp Pt Rapp Futong Port,Pelabuhan Futong (Futong Port),0.491685,102.23548
Riau,Kab. Siak Sri Indrapura,Klinik Pratama,Klinik Emplasement Lubuk Dalam,Desa Lubuk Dalam,0.602947,101.787647
